1.000000000000000000e+00,9.470805880794896936e-01,9.462856928034142356e-01,9.813758709278277426e-01,9.346186939221199363e-01,9.308770874240859250e-01,9.352878239002054839e-01,9.383611723003644212e-01,9.749510147848848840e-01,9.644798668502402306e-01,9.632925312888616087e-01,9.511386001403179247e-01,9.485331086584902760e-01,9.443553638145982809e-01,9.534636582344383493e-01,9.442592686476819486e-01,9.383361741394212752e-01,9.221193569677543778e-01,9.164164167638786385e-01,9.229836983442120113e-01,9.185801828514000844e-01,9.338983916546137465e-01,9.341543432039794981e-01,9.160489678742120834e-01,9.222880672078046516e-01,9.253214106664946481e-01,9.059500432249861790e-01
9.470805880794896936e-01,1.000000000000000000e+00,9.767639571261194087e-01,9.494271719256816011e-01,9.494686528589922903e-01,9.460069052238194720e-01,9.382226033723329861e-01,9.511901565339550002e-01,9.399969156519049074e-01,9.461910602372376466e-01,9.330685792333562878e-01,9.259095491303348524e-01,9.116265583444963516e-01,9.181423455321954252e-01,9.324839854765262226e-01,9.420965590409716706e-01,9.323206606274925257e-01,9.294566591659171317e-01,9.134795287122422502e-01,9.278780581259573612e-01,9.138854421238553627e-01,9.279494573590649775e-01,9.492392646892292563e-01,9.102220323594950591e-01,9.341280700519902780e-01,9.194683736545407049e-01,9.238148395906127242e-01
9.462856928034142356e-01,9.767639571261194087e-01,1.000000000000000000e+00,9.374167626531043629e-01,9.708147558933958310e-01,9.551212799900660189e-01,9.530448242177624874e-01,9.469810534248527256e-01,9.365685994956407523e-01,9.317829186452347701e-01,9.269905548375250159e-01,9.137535372694842728e-01,9.096536856208283783e-01,9.099038893460067445e-01,9.230114659354102802e-01,9.285411237796046269e-01,9.275732092209236779e-01,9.157020733849459138e-01,9.116274613366716073e-01,9.184490467454869966e-01,9.168730654233410160e-01,9.370796983335699659e-01,9.335991047724988556e-01,9.200211999784674299e-01,9.216052113317177996e-01,9.293786702696479329e-01,9.076902790383135633e-01
9.813758709278277426e-01,9.494271719256816011e-01,9.374167626531043629e-01,1.000000000000000000e+00,9.300355134055405815e-01,9.352619646865416581e-01,9.336964475911787575e-01,9.466662431613669382e-01,9.846981843082591723e-01,9.804268316708876219e-01,9.700992275195360337e-01,9.617256817441964811e-01,9.478453168936650242e-01,9.484348649530927045e-01,9.571920989648977640e-01,9.502730902728355744e-01,9.392061765644825755e-01,9.298521084412982862e-01,9.162121775988746331e-01,9.274338122059913037e-01,9.143068472686421977e-01,9.289002988690991947e-01,9.457409468547239850e-01,9.109827097638800719e-01,9.300914751971501859e-01,9.179547521723711023e-01,9.169711016721980856e-01
9.346186939221199363e-01,9.494686528589922903e-01,9.708147558933958310e-01,9.300355134055405815e-01,1.000000000000000000e+00,9.816626351500323810e-01,9.737497764276663581e-01,9.558103382499127942e-01,9.346287789872146368e-01,9.297857742542002812e-01,9.280961108210841193e-01,9.159046906371822727e-01,9.120126267333292791e-01,9.099133023153915811e-01,9.202759891786883584e-01,9.205933965893905446e-01,9.190821383742435735e-01,9.071836306910869840e-01,9.032507513641111485e-01,9.095935773354841825e-01,9.083949666058191985e-01,9.374696022697300846e-01,9.294315857742986298e-01,9.184097988741182217e-01,9.149039534966472154e-01,9.254646061512253885e-01,9.004253370401495982e-01
9.308770874240859250e-01,9.460069052238194720e-01,9.551212799900660189e-01,9.352619646865416581e-01,9.816626351500323810e-01,1.000000000000000000e+00,9.797063452854752885e-01,9.686311485174984304e-01,9.379406101927567629e-01,9.362537259929349931e-01,9.351138069844001643e-01,9.267926360209539638e-01,9.188933786868153097e-01,9.195495480855121473e-01,9.288524115764316136e-01,9.267948477091482173e-01,9.221576700916576108e-01,9.115377704347505938e-01,9.044521084414285372e-01,9.132973114866543840e-01,9.045259256870719078e-01,9.313525100084288910e-01,9.367232838062009570e-01,9.079273398883027646e-01,9.199321355068347250e-01,9.162361732932856606e-01,9.036391393914762205e-01
9.352878239002054839e-01,9.382226033723329861e-01,9.530448242177624874e-01,9.336964475911787575e-01,9.737497764276663581e-01,9.797063452854752885e-01,1.000000000000000000e+00,9.726197497404670544e-01,9.401193008981623134e-01,9.344762022884296471e-01,9.369317668836161239e-01,9.275777211816100820e-01,9.246101530337121899e-01,9.226687010924430332e-01,9.305944218399120338e-01,9.260409429950465787e-01,9.240015118478673850e-01,9.102616283872654313e-01,9.072235983886911548e-01,9.120069205125402867e-01,9.091897234813256512e-01,9.447622511206364981e-01,9.367936767700926204e-01,9.211645278214767307e-01,9.206590206379603458e-01,9.295030884540415039e-01,9.014639281246503710e-01
9.383611723003644212e-01,9.511901565339550002e-01,9.469810534248527256e-01,9.466662431613669382e-01,9.558103382499127942e-01,9.686311485174984304e-01,9.726197497404670544e-01,1.000000000000000000e+00,9.443134749960003793e-01,9.480941631068061648e-01,9.434186098641063056e-01,9.392808887147608976e-01,9.283239204699882396e-01,9.331266881892934517e-01,9.438803482403734790e-01,9.443468216906207857e-01,9.350413184886625650e-01,9.289421917081794877e-01,9.163702027387006233e-01,9.275979718219937720e-01,9.152637996316720370e-01,9.426964806926855234e-01,9.576868803633898919e-01,9.185118954366170430e-01,9.394054820516312132e-01,9.279036752857284798e-01,9.226303133459591299e-01
9.749510147848848840e-01,9.399969156519049074e-01,9.365685994956407523e-01,9.846981843082591723e-01,9.346287789872146368e-01,9.379406101927567629e-01,9.401193008981623134e-01,9.443134749960003793e-01,1.000000000000000000e+00,9.810805806213978020e-01,9.750810321771249400e-01,9.595492336937412325e-01,9.501378199264228774e-01,9.455239459683876246e-01,9.529318582943882010e-01,9.415746103977830073e-01,9.340679493500869679e-01,9.205003943221038432e-01,9.128983107077061065e-01,9.193758426427769415e-01,9.103835903896343451e-01,9.296973698757834415e-01,9.365301010007945903e-01,9.103647566407180314e-01,9.226080934872396000e-01,9.185602373631959194e-01,9.060840309322215624e-01
9.644798668502402306e-01,9.461910602372376466e-01,9.317829186452347701e-01,9.804268316708876219e-01,9.297857742542002812e-01,9.362537259929349931e-01,9.344762022884296471e-01,9.480941631068061648e-01,9.810805806213978020e-01,1.000000000000000000e+00,9.793511485266525041e-01,9.700984007541014753e-01,9.503948867011312585e-01,9.507726930305682167e-01,9.579896981621588425e-01,9.516873139129568004e-01,9.378181818251301038e-01,9.314579354625367458e-01,9.132359710562368837e-01,9.258164959651419279e-01,9.099434808177173650e-01,9.275187772920789886e-01,9.487886969393091174e-01,9.095526412360632751e-01,9.318660113679901880e-01,9.174251954291738897e-01,9.195668277240071076e-01
